1525735341.774340,9
1525735341.790973,18
1525735341.803425,17
1525735341.815586,15
1525735341.828021,14
1525735341.840876,9
1525735341.853312,8
1525735341.866026,5
1525735341.878457,9
1525735341.891095,5
1525735341.903942,4
1525735341.916506,5
1525735341.929305,6
1525735341.942555,6
1525735341.955444,5
1525735341.968765,3
1525735341.981429,4
1525735341.994205,3
1525735342.007203,5
1525735342.019928,5
1525735342.032809,5
1525735342.045505,5
1525735342.058693,9
1525735342.072020,4
1525735342.085184,4
1525735342.098031,4
1525735342.111109,2
1525735342.124048,4
1525735342.137149,3
1525735342.150085,1
1525735342.163088,0
1525735342.176296,0
1525735342.191020,0
1525735342.204119,0
1525735342.217233,0
1525735342.231060,3
1525735342.243552,16
1525735342.256642,6
1525735342.269571,8
1525735342.282144,7
1525735342.294993,6
1525735342.307559,4
1525735342.320408,4
1525735342.333483,5
1525735342.346497,5
1525735342.359697,5
1525735342.372507,3
1525735342.385360,2
1525735342.398516,1
1525735342.411568,2
1525735342.424605,2
1525735342.438030,3
1525735342.451082,2
1525735342.464296,3
1525735342.477755,1
1525735342.490502,5
1525735342.503515,2
1525735342.516110,2
1525735342.529707,2
1525735342.543844,3
1525735342.556891,3
1525735342.569655,11
1525735342.582927,3
1525735342.595702,4
1525735342.609182,6
1525735342.623117,6
1525735342.635810,4
1525735342.648785,4
1525735342.662758,2
1525735342.675429,4
1525735342.688578,4
1525735342.701598,7
1525735342.714194,10
1525735342.726606,7
1525735342.739305,1
1525735342.752232,0
1525735342.766055,0
1525735342.778893,0
1525735342.791893,0
1525735342.805112,0
1525735342.818171,0
1525735342.831689,0
1525735342.844478,0
1525735342.858267,0
1525735342.871581,0
1525735342.884982,2
1525735342.898436,6
1525735342.911499,9
1525735342.924149,14
1525735342.936332,11
1525735342.949104,6
1525735342.962422,5
1525735342.975379,4
1525735342.988427,5
1525735343.001535,5
1525735343.014347,3
1525735343.027281,4
1525735343.039795,3
1525735343.053148,3
1525735343.066939,12
1525735343.080150,2
1525735343.093074,2
1525735343.105810,4
1525735343.118543,7
1525735343.131759,2
1525735343.145321,4
1525735343.158441,4
1525735343.171380,4
1525735343.184122,4
1525735343.197914,5
1525735343.211356,4
1525735343.223777,4
1525735343.236616,4
1525735343.249899,5
1525735343.263922,3
1525735343.276534,2
1525735343.289718,3
1525735343.303090,7
1525735343.315825,0
1525735343.328859,0
1525735343.344135,0
1525735343.357092,0
1525735343.371655,0
1525735343.384642,0
1525735343.397864,2
1525735343.411187,4
1525735343.424058,9
1525735343.436962,1
1525735343.451329,1
1525735343.464221,2
1525735343.477181,1
1525735343.489967,1
1525735343.503207,1
1525735343.516267,2
1525735343.531385,2
1525735343.545225,2
1525735343.558337,3
1525735343.571612,2
1525735343.585296,2
1525735343.598318,2
1525735343.611466,1
1525735343.623949,5
1525735343.636955,7
1525735343.649886,12
1525735343.663027,3
1525735343.675762,1
1525735343.688841,2
1525735343.702905,3
1525735343.715990,6
1525735343.728976,6
1525735343.741975,7
1525735343.754776,13
1525735343.767614,4
1525735343.780366,3
1525735343.793471,10
1525735343.806213,7
1525735343.819353,2
1525735343.832396,9
1525735343.844863,17
1525735343.857443,7
1525735343.870044,6
1525735343.882608,2
1525735343.895720,2
1525735343.908775,2
1525735343.923312,1
1525735343.936042,2
1525735343.949307,3
1525735343.962719,2
1525735343.975637,3
1525735343.991307,0
1525735344.004015,2
1525735344.016862,2
1525735344.031264,2
1525735344.044630,2
1525735344.057657,14
1525735344.070392,11
1525735344.083145,5
1525735344.095968,0
1525735344.109872,0
1525735344.124318,0
1525735344.138758,0
1525735344.152364,0
1525735344.165185,0
1525735344.177913,0
1525735344.191355,0
1525735344.204291,1
1525735344.217262,4
1525735344.229716,9
1525735344.242973,3
1525735344.255873,4
1525735344.268561,5
1525735344.281999,11
1525735344.294284,15
1525735344.307180,6
1525735344.319705,5
1525735344.332447,0
1525735344.347294,0
1525735344.360456,0
1525735344.373100,0
1525735344.386518,0
1525735344.400199,0
1525735344.414368,0
1525735344.427861,0
1525735344.440413,0
1525735344.453458,0
1525735344.466147,0
1525735344.479361,2
1525735344.492498,7
1525735344.505417,8
1525735344.518251,5
1525735344.531581,4
1525735344.544966,5
1525735344.558994,3
1525735344.572049,3
1525735344.585000,1
1525735344.597956,1
1525735344.611185,3
1525735344.623909,3
1525735344.637533,1
1525735344.652326,1
1525735344.665376,1
1525735344.678504,1
1525735344.691676,2
1525735344.705124,11
1525735344.717564,15
1525735344.730208,10
1525735344.743209,7
1525735344.755868,14
1525735344.768401,0
1525735344.781912,0
1525735344.794609,0
1525735344.807693,0
1525735344.821048,0
1525735344.835042,0
1525735344.848207,0
1525735344.861499,0
1525735344.874120,0
1525735344.887011,0
1525735344.900036,0
1525735344.913114,3
1525735344.926110,5
1525735344.938892,11
1525735344.952228,4
1525735344.965010,9
1525735344.977633,11
1525735344.990165,8
1525735345.002972,4
1525735345.015617,2
1525735345.028497,1
1525735345.042682,1
1525735345.055646,2
1525735345.068222,1
1525735345.081633,1
1525735345.095622,1
1525735345.108397,1
1525735345.121801,0
1525735345.134713,10
1525735345.147205,13
1525735345.159640,15
1525735345.172134,10
1525735345.184538,6
1525735345.197188,0
1525735345.212041,0
1525735345.225737,0
1525735345.239535,0
1525735345.253181,0
1525735345.268159,0
1525735345.282366,0
1525735345.296625,0
1525735345.310537,0
1525735345.325676,0
1525735345.338856,2
1525735345.352220,3
1525735345.365165,0
1525735345.378694,2
1525735345.392175,3
1525735345.404719,6
1525735345.417624,7
1525735345.430465,8
1525735345.443378,6
1525735345.456102,3
1525735345.470050,3
1525735345.482584,1
1525735345.495496,1
1525735345.508359,1
1525735345.522665,1
1525735345.535650,0
1525735345.548636,0
1525735345.561937,1
1525735345.574637,9
1525735345.587029,17
1525735345.599219,2
1525735345.612173,0
1525735345.626898,0
1525735345.639829,0
1525735345.652766,0
1525735345.666634,0
1525735345.679726,0
1525735345.693139,0
1525735345.706312,0
1525735345.719416,0
1525735345.732232,0
1525735345.746906,0
1525735345.759740,3
1525735345.772381,20
1525735345.785448,13
1525735345.798062,6
1525735345.810876,10
1525735345.823644,1
1525735345.836649,1
1525735345.851561,1
1525735345.864502,2
1525735345.877299,2
1525735345.890155,3
1525735345.903639,3
1525735345.916566,2
1525735345.930105,1
1525735345.944098,1
1525735345.956953,1
1525735345.969935,4
1525735345.983053,5
1525735345.995787,2
1525735346.008789,4
1525735346.023230,1
1525735346.036038,0
1525735346.048912,1
1525735346.062024,0
1525735346.074630,0
1525735346.087330,0
1525735346.100092,0
1525735346.113614,0
1525735346.126628,0
1525735346.140997,0
1525735346.154958,0
1525735346.168189,0
1525735346.181417,3
1525735346.194482,4
1525735346.207338,5
1525735346.219932,8
1525735346.232736,2
1525735346.245510,3
1525735346.258679,0
1525735346.273242,0
1525735346.286217,0
1525735346.301369,0
1525735346.314263,0
1525735346.329414,0
1525735346.342770,0
1525735346.355639,0
1525735346.368595,0
1525735346.382780,0
1525735346.396757,0
1525735346.409618,3
1525735346.422835,5
1525735346.435960,3
1525735346.448554,4
1525735346.461804,3
1525735346.474808,3
1525735346.487247,15
