1525733199.433471,18
1525733199.447448,16
1525733199.460182,17
1525733199.472744,18
1525733199.485326,9
1525733199.498534,0
1525733199.512865,0
1525733199.527046,0
1525733199.541468,0
1525733199.557143,0
1525733199.571367,0
1525733199.586810,0
1525733199.600438,0
1525733199.615105,0
1525733199.628190,0
1525733199.642873,0
1525733199.658893,0
1525733199.672048,0
1525733199.685231,5
1525733199.698396,9
1525733199.711579,7
1525733199.724903,7
1525733199.738337,5
1525733199.751807,5
1525733199.764754,7
1525733199.777897,6
1525733199.791173,8
1525733199.803988,5
1525733199.816988,6
1525733199.829859,4
1525733199.843099,4
1525733199.856175,4
1525733199.869151,4
1525733199.882223,1
1525733199.896769,0
1525733199.909755,4
1525733199.923216,2
1525733199.936222,1
1525733199.949546,1
1525733199.963342,2
1525733199.977676,1
1525733199.991076,1
1525733200.004388,1
1525733200.018144,2
1525733200.032690,1
1525733200.046076,2
1525733200.058722,9
1525733200.071632,0
1525733200.084833,0
1525733200.098104,0
1525733200.111709,0
1525733200.124886,0
1525733200.137841,6
1525733200.151338,5
1525733200.164277,4
1525733200.177405,4
1525733200.190591,7
1525733200.204376,6
1525733200.216964,8
1525733200.230032,6
1525733200.242959,4
1525733200.256179,5
1525733200.269174,2
1525733200.282232,2
1525733200.295166,5
1525733200.307873,7
1525733200.321172,6
1525733200.334622,1
1525733200.348822,1
1525733200.361957,2
1525733200.375317,1
1525733200.388548,1
1525733200.402475,2
1525733200.415900,3
1525733200.429275,2
1525733200.442493,0
1525733200.455879,0
1525733200.468490,0
1525733200.482015,4
1525733200.494552,18
1525733200.506955,17
1525733200.520033,6
1525733200.532948,4
1525733200.545929,2
1525733200.559733,1
1525733200.572643,0
1525733200.585977,0
1525733200.599291,0
1525733200.612683,0
1525733200.625990,0
1525733200.639087,0
1525733200.652639,0
1525733200.666226,0
1525733200.681162,0
1525733200.694141,6
1525733200.706978,7
1525733200.719862,9
1525733200.732567,15
1525733200.745393,3
1525733200.758770,2
1525733200.772475,3
1525733200.785814,5
1525733200.798946,5
1525733200.813324,2
1525733200.826531,2
1525733200.839565,6
1525733200.852600,6
1525733200.865771,3
1525733200.880195,1
1525733200.893641,1
1525733200.907000,2
1525733200.921410,3
1525733200.935404,4
1525733200.948308,1
1525733200.963011,1
1525733200.976201,1
1525733200.989385,1
1525733201.003398,2
1525733201.017516,3
1525733201.030974,2
1525733201.044174,5
1525733201.057143,4
1525733201.070004,6
1525733201.082893,4
