1525734507.199312,3
1525734507.214749,12
1525734507.226912,15
1525734507.239883,5
1525734507.252734,6
1525734507.265374,5
1525734507.277858,4
1525734507.290939,7
1525734507.303694,4
1525734507.316546,6
1525734507.329820,3
1525734507.342801,3
1525734507.356937,2
1525734507.370135,1
1525734507.383158,1
1525734507.396075,2
1525734507.409540,1
1525734507.422775,2
1525734507.435660,6
1525734507.449572,1
1525734507.463295,1
1525734507.476072,1
1525734507.489047,1
1525734507.502960,1
1525734507.515792,1
1525734507.528890,2
1525734507.541826,3
1525734507.554710,2
1525734507.568482,2
1525734507.582598,9
1525734507.595560,2
1525734507.608517,3
1525734507.621637,2
1525734507.634509,3
1525734507.648411,1
1525734507.661664,3
1525734507.674933,2
1525734507.687632,15
1525734507.700382,3
1525734507.713030,3
1525734507.725888,2
1525734507.739116,2
1525734507.752930,4
1525734507.765836,4
1525734507.778619,14
1525734507.791505,8
1525734507.804045,7
1525734507.816952,6
1525734507.829952,3
1525734507.842885,5
1525734507.855990,2
1525734507.869061,7
1525734507.881986,10
1525734507.894372,9
1525734507.907245,9
1525734507.920294,6
1525734507.933257,6
1525734507.945774,7
1525734507.958417,6
1525734507.971343,5
1525734507.984536,7
1525734507.997327,5
1525734508.010276,5
1525734508.023121,4
1525734508.035698,4
1525734508.048780,2
1525734508.061303,7
1525734508.074307,2
1525734508.087890,2
1525734508.101908,4
1525734508.114843,4
1525734508.128143,4
1525734508.141005,4
1525734508.154083,3
1525734508.167219,5
1525734508.180283,1
1525734508.193848,4
1525734508.207041,2
1525734508.220243,3
1525734508.232933,2
1525734508.246173,2
1525734508.259873,5
1525734508.273816,4
1525734508.286572,2
1525734508.299930,1
1525734508.312594,1
1525734508.325483,2
1525734508.338550,4
1525734508.351104,11
1525734508.363634,9
1525734508.376614,8
1525734508.389709,4
1525734508.402508,0
1525734508.415168,1
1525734508.428149,3
1525734508.440802,3
1525734508.453923,3
1525734508.466723,2
1525734508.479774,5
1525734508.492799,5
1525734508.505930,6
1525734508.519253,7
1525734508.532206,3
1525734508.545100,9
1525734508.557829,4
1525734508.570891,2
1525734508.583632,5
1525734508.596101,1
1525734508.609023,1
1525734508.622079,2
1525734508.635499,1
1525734508.650028,1
1525734508.662962,1
1525734508.675929,1
1525734508.689072,2
1525734508.702093,1
1525734508.716017,1
1525734508.730823,2
1525734508.743948,3
1525734508.756763,7
1525734508.769952,2
1525734508.782862,3
1525734508.795891,7
1525734508.808960,8
1525734508.821606,6
1525734508.834858,7
1525734508.848423,5
1525734508.861332,5
1525734508.874083,6
1525734508.886929,3
1525734508.900266,6
1525734508.912957,4
1525734508.925887,5
1525734508.938470,5
1525734508.951879,4
1525734508.964730,6
1525734508.977576,7
1525734508.990604,10
1525734509.003291,5
1525734509.015883,5
1525734509.028569,4
1525734509.041744,3
1525734509.054778,3
1525734509.067653,3
1525734509.080615,3
1525734509.094285,2
1525734509.107104,4
1525734509.120160,2
1525734509.132925,5
1525734509.145852,2
1525734509.158814,3
1525734509.173148,2
1525734509.185851,7
1525734509.198751,6
1525734509.212025,5
1525734509.224691,2
1525734509.237585,3
1525734509.250801,3
1525734509.264297,2
1525734509.277669,3
1525734509.290809,3
1525734509.304256,5
1525734509.318851,2
1525734509.332006,2
1525734509.344579,2
1525734509.357577,2
1525734509.370939,2
1525734509.384696,2
1525734509.397896,3
1525734509.410676,4
1525734509.423515,12
1525734509.436472,7
1525734509.449959,6
1525734509.462343,3
1525734509.475274,2
